ID;Oracion_ID;Oracion;Temas Clave;Partido;CandidatoPresidente;CandidatoVicePresidente;ListaPolitica
10;67;cambio climático alteración significativo patrón climático global principalmente atribuible actividad humano quema combustible fósil resultar aumento temperatura global cambio ecosistema;cambio climático;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;68;reparación tejido social proceso restaurar fortalecer relación cohesión comunidad afectado conflicto desigualdad promover diálogo justicia inclusión;justicia, igualdad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;69;enfoque buscar sanar división construir entorno confianza colaboración bienestar común;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;70;ecuador sostenible plan gobierno agn marco legal marco legal participación presidencial ecuador artículo derecho participación ciudadano artículo establecer derecho fundamental ciudadano ecuatoriano incluir derecho participar asunto público elegir ser elegir elección popular;gobierno;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;71;ecuatoriano gozar siguiente derecho;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;74;elegir ser elegir participar asunto interés público fiscalizar acto poder público;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;75;implicar ciudadano tener derecho participar proceso electoral elegir presidente postular él dicho cargo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;76;artículo función presidente república artículo definir funcionario elección popular incluir presidente república ser representant tiempo completo mandant partido político movimiento auspiciar;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;77;responder políticamente deber rendir cuenta actuación;política;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;78;incluir participación activo presidente administración ejecución función;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;79;artículo requisito ser presidente artículo describir requisito necesario ser elegir presidente república poder ser candidata candidato presidenta presidente república requerir ser ecuatoriano ecuatoriano nacimiento haber cumplir treinta cinco año edad fecha inscripción candidatura;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;80;además establecer prohibición persona tener deuda vencido ejercer función dirección fuerza armadas;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;81;artículo atribución presidente república artículo establecer atribución responsabilidad presidente república;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;82;cumplir hacer cumplir constitución ley tratado internacional demás norma jurídico presentar ecuador sostenible plan gobierno agn asamblea nacional proyecto ley dirigir administración público nombrar ministra ministro;gobierno;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;83;atribución definir rol participativo liderazgo presidente deber ejercer;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;84;artículo función transparencia control social artículo establecer función transparencia control social cuyo propósito ser promover incentivar ejercicio participación ciudadano fomentar impulsar transparencia gestión público prevenir combatir corrupción;transparencia, gestión pública, corrupción;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;85;marco transparencia afectar presidente república deber rendir cuenta acto decisión;transparencia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;86;artículo soberanía pueblo artículo subrayar soberanía radicar pueblo cuyo voluntad ser fundamento autoridad ejercer través órgano poder público medio participación previsto constitución;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;87;presidente república ser representante pueblo elegido mediante sufragio universal directo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;88;artículo participación ciudadano artículo reconocer derecho ciudadano participar proceso político toma decisión persona comunidad pueblo nacionalidad poder ejercer derecho participación distinto espacio deliberación público mediante mecanismo democracia directo representativo comunitario;democracia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;89;artículo reforzar marco participativo mover presidente cuyo gestión deber involucrar ciudadanía especialmente implementación política público decisión gubernamental;política;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;90;artículo derecho tutela judicial artículo establecer persona tener derecho tutela judicial efectivo garantizar acceso justicia protección derecho;justicia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;91;cualquiera acto u omisión administración público incluir presidente república poder ser impugnar judicialmente asegurar así acción ejecutivo bajo control ley;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;92;presente plan gobierno haber tomar sugerencia consejo nacional electoral tener consideración objetivo desarrollo sostenible ecuador sostenible plan gobierno agn onu plan nacional desarrollo agenda nacional igualdad género agenda nacional igualdad intergeneracional agenda nacional igualdad discapacidad agenda nacional igualdad movilidad humano agenda nacional igualdad pueblo nacionalidad;gobierno, igualdad de género, desarrollo sostenible, desarrollo, igualdad, movilidad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;93;objetivo general especificio objetivo general fortalecer derecho justicia combatir corrupción manera efectivo garantizar sistema judicial transparente eficiente igualitario ciudadano;justicia, corrupción;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;94;recuperar control territorial combatir crimen organizado priorizar seguridad ciudadano estrategia integral coordinado;seguridad, seguridad ciudadana, crimen organizado;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;95;modernizar agricultura mediante inversión tecnología infraestructuro valor agregado incrementar productividad competitividad ecuador mercado internacional;infraestructura, agricultura, cultura, tecnología, inversión;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;96;promover educación calidad inclusiva fomentar emprendimiento participación ciudadano activo desarrollo habilidad enfrentar desafío futuro;emprendimiento, desarrollo, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;97;impulsar desarrollo económico sostenible basado innovación creatividad respeto medio ambiente priorizar agricultura sostenible energía renovable;medio ambiente, energía, ambiente, energías renovables, cultura, agricultura, desarrollo, innovación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;98;desarrollar enfoque integral prevención salud asegurar acceso equitativo servicio salud calidad priorizar atención preventivo;salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;99;proteger población vulnerable mediante política inclusiva reducir brecha desigualdad garanticir bienestar social;política, igualdad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;100;fomentar transparencia rendición cuenta nivel gobierno asegurar administración público eficiente accesible;gobierno, transparencia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;101;ecuador sostenible plan gobierno agn asegurar transición económico redirigir recurso renovable hacia sector sostenible garantizar prosperidad largo plazo diversificación economía;gobierno, economía;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;102;promover participación ciudadano activo toma decisión control gestión público fortalecer democracia participativo nivel país;democracia, gestión pública;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;103;obejtivo especifico seguridad objetivo especifico recuperación total control territorio marítimo perfil costero armada nacional aumentar vigilancia control actividad marítimo reducir tráfico ilícito pesca ilegal;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;104;b fortalecer defensa nacional asegurar soberanía recurso marítir costero;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;105;militarización zona vial estratégico disminuir incidencia delito ruta crítica mejorar seguridad transporte persona mercancía;seguridad, transporte;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;106;b aumentar capacidad respuesta emergencia situación riesgo sistema vial;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;107;scanner principal vía país puerto mejorar detección contrabando tráfico sustancia ilícito incrementar efectividad seguridad frontera;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;108;b facilitar control aduanero verificación carga puerto terminal transporte terrestre;transporte;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;109;creación sistema alimentación carcelario trabajo persona privado libertad promover reinserción social persona privado libertad través trabajo formación laboral;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;110;b mejorar alimentación condición vida centro penitenciario reducir dependencia sistema alimentación estatal;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;111;ecuador sostenible plan gobierno agn creación policía especializado fortalecer capacidad respuesta delito específico narcotráfico delito cibernético violencia género;gobierno;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;112;b aumentar confianza ciudadanía fuerza seguridad contar unidad especializado capacitado;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;113;diferenciación tipo pena ppl persona privado libertad optimizar sistema penitenciario reducir sobrepoblación carcelario mejorar rehabilitación interno;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;114;b facilitar reintegración social persona pena menor mediante programa adecuado necesidad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;115;apoyo inteligencia internacional tecnología mejorar intercambio información cooperación lucha crimen organizado nivel internacional;tecnología, crimen organizado;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;116;b aumentar capacidad análisis prevención delito mediante uso tecnología avanzado;tecnología;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;117;construcción cárcel máximo seguridad altura asegurar contención delincuente peligroso reducir riesgo fuga altercado sistema penitenciario;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;118;b promover modernización sistema carcelario garantizar condición seguridad respetar derechos humanos;seguridad, derechos humanos;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;119;fórmula mejorado unidad análisis financiero ecuador ley extinción dominio incrementar efectividad detección prevención lavado activo financiamiento terrorismo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;120;b facilitar recuperación bien obtenido manera ilícito fortalecer combate corrupción;corrupción;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;121;militarización puerto total control costero marítimo aumentar seguridad puerto costa reducir tráfico droga contrabar;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;122;b proteger recurso natural biodiversidad marino mediante vigilancia efectivo;biodiversidad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;123;promover mejor protección seguridad jurídico policía nacional ecuador sostenible plan gobierno agn aumentar moral motivación agente policía mejorar efectividad cumplimiento función;seguridad, gobierno;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;124;b garantizar marco legal respetar derecho policía poder resultar mejor atención ciudadanía;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;125;mejoramiento condición policía nacional fortalecer capacidad operativo policía mediante mejora condición laboral recurso disponible;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;126;b incrementar satisfacción laboral retención personal capacitado institución;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;127;trabajo conjunto fuerza armado mejorar coordinación efectividad operativos conjunto crimen organizado situación emergencia;crimen organizado;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;128;b fortalecer defensa nacional seguridad público mediante esfuerzo colaborativo;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;129;creación aplicación denuncia anónimo gps facilitar denuncia delito comportamiento peligroso aumentar participación ciudadano seguridad público;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;130;b  proveer autoridad información preciso actuar tiempo real situación riesgo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;131;recuperación total control sector minero estratégico asegurar minería actividad sector estratégico realizar manera legal sostenible;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;132;b proteger derecho comunidad afectado promover desarrollo económico local;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;133;enfoque estratégico reparación tejido social fomentar cohesión social inclusión comunidad riesgo reducir violencia crimen;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;134;b promover programa educación desarrollo económico fortalecer resiliencia comunidad;desarrollo, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;135;ecuador sostenible plan gobierno agn economía trabajo producción objetivo especifico disminución impuesto consumo especial ice impuesto salida divisa isd aumentar consumo interno inversión facilitar acceso producto servicio;gobierno, economía, inversión;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;136;mejorar competitividad empresa local mercado internacional;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;137;disminución ministerio aumento eficiencia través tecnología inteligencia artificial reducir costo administrativo mejorar gestión público;inteligencia artificial, tecnología, gestión pública, ciencia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;138;aumentar transparencia eficacia toma decisión gubernamental;transparencia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;139;aumento impuesto mantener poder adquisitivo ciudadano estimular consumo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;140;generar confianza sector empresarial atraer inversión;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;141;revision contrato perjudicial tiempo estipulado optimizar recurso fiscal mejorar rentabilidad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;142;potenciar uso recurso proyecto infraestructura desarrollo social;infraestructura, desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;143;protección economía local mediante seguridad focalizado fortalecer resiliencia comunidad fomentar desarrollo económico regional;seguridad, economía, desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;144;disminuir criminalidad crear entorno seguro negocio;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;145;estudio posible zona franco atraer inversión extranjero promover generación empleo área estratégico;empleo, inversión;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;146;impulsar producción exportación bien aumentar competitividad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;147;ecuador sostenible plan gobierno agn construcción vía conexión comercial estratégico mejorar infraestructura transporte facilitar comercio logística;gobierno, transporte, comercio, infraestructura;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;148;fomentar integración regional desarrollo mercado local;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;149;apoyo económico agrícola través papa plan apoyo productor agrícola incrementar productividad agrícola asegurar seguridad alimentario;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;150;mejorar ingreso agricultor promover desarrollo rural sostenible;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;151;inversión energía renovable diversificar matriz energético reducir dependencia combustible fósil;energía, inversión, energías renovables;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;152;promover sostenibilidad ambiental crear empleo sector verde;empleo, sostenibilidad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;153;contador nacional recurso renovable mejorar gestión transparencia explotación recurso natural;transparencia;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;154;asegurar beneficio derivado recurso utilizar desarrollo nacional;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;155;modernización sistema laboral adaptar legislación laboral nuevo dinámica mercado trabajo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;156;fomentar creación empleo mejorar condición laboral;empleo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;157;incentivo empresa contratar nuevo personal indistintamente edad estimular creación empleo reducir desempleo juvenil edad;empleo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;158;promover inclusión laboral diversidad entorno trabajo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;159;recuperación dinero corrupción reforzar confianza público institución gestión estatal;corrupción;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;160;ecuador sostenible plan gobierno agn reinvertir recurso proyecto social educativo infraestructura;gobierno, infraestructura;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;161;inversión ganancia petrolero minera desarrollo tecnología agrícola educación conectividad vial digital promover innovación sector agrícola mejorar competitividad país;innovación, tecnología, inversión, desarrollo, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;162;aumentar acceso educación conectividad favorecer desarrollo integral población;desarrollo, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;163;educacion objetivo especifico retorno obligatorio bachillerato especializado actualización especialización aumentar pertinencia educación secundario alinear especialización demanda mercado laboral;educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;164;facilitar transición estudiante hacia educación superior mundo laboral;educación superior, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;165;inclusión real niño neurodiverso alto capacidad promover educación equitativo accesible respetar diversidad aprendizaje;educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;166;fomentar desarrollo habilidad talento individual mejorar calidad vida estudiante;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;167;liberación pensum académico según provincia necesidad adaptar educación realidad cultural económico social cada región;cultura, educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;168;aumentar relevancia eficacia aprendizaje contexto local;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;169;libre acceso universidad virtual altísimo calidad expandir oportunidad educativo especialmente área remoto desfavorecido;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;170;fomentar educación continuo formación profesional largo vida;educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;171;ecuador sostenible plan gobierno agn bolsa empleo juvenil pasantía pagado inicio facilitar inserción laboral joven brindar experiencia práctico capacitación;gobierno, empleo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;172;aumentar empleabilidad joven proporcionarl habilidad relevante mercado;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;173;retorno premilitar defensa civil ente promoción civismo patriotismo fomentar pertenencia responsabilidad cívico joven;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;174;desarrollar valor disciplina trabajo equipo compromiso social;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;175;programa beca beneficio participación cívico acto ejemplar incentivar participación activo estudiante comunidad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;176;reconocer premiar esfuerzo dedicación joven acción positivo;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;177;programa apoyo nacional docente pand proveer apoyo psicológico emocional docente mejorar bienestar desempeño;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;178;fomentar actualización conectividad favorecer desarrollo profesional continuo;desarrollo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;179;creación instituto carrera corto enfocado sector estratégico producto estrellar responder necesidad mercado laboral formación técnico especializado;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;180;aumentar capacidad joven contribuir sector clave economía;economía;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;181;descentralización educación mayor alcance rural ampliar acceso educación calidad área rural desfavorecido;educación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;182;reducir brecha educativo zona urbano rural promover equidad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;183;ecuador sostenible plan gobierno agn salud objetivo especifico participación eficiente eficaz ministerio salud principal veedor salud ecuatoriano fortalecer gobernanza salud garantizar acceso equitativo servicio salud calidad;gobierno, salud, gobernanza;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;184;mejorar coordinación diferente actor sistema salud respuesta efectivo emergencia necesidad población;salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;185;recuperación instituto fabricación vacuna antídoto medicina aumentar capacidad producción nacional vacuna medicamento reducir dependencia importación;importaciones;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;186;promover investigación desarrollo sector farmacéutico mejorar innovación salud;salud, desarrollo, innovación;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;187;impulso producción nacional medicina suplemento fomentar industria farmacéutico local generar empleo estimular economía;economía, industria, empleo;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;188;garantizar acceso medicamento asequible calidad población;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;189;prevención estudio enfermedad territorio implementar programa salud público basado dato epidemiológico adaptado necesidad local;salud, salud pública;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;190;mejorar atención prevención enfermedad específico diferente región reducir morbilidad mortalidad;;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;191;erradicación desnutrición enfoque agua potable seguridad alimentario aumentar acceso agua potable mejorar condición higiene contribuir salud general población;seguridad, salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;192;promover seguridad alimentario nutricional garantizar alimentación adecuado especialmente niño mujer embarazado;seguridad;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;193;ecuador sostenible plan gobierno agn mejoramiento desayuno escolar asegurar niño tener acceso alimentación nutritivo escuela mejorar rendimiento académico salud;gobierno, salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;194;reducir desnutrición infantil promover hábito alimentario saludable edad temprano;salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
10;195;compra directo fabricante medicina optimizar gasto salud reducir costo asociado intermediario asegurar mejor calidad producto;salud;PARTIDO SOCIEDAD PATRIÓTICA  21 DE ENERO;ANDREA GONZALEZ;GALO MONCAYO;3
